DSPT_REQ_HR,FIRE_SUPESN_HR,CTPV_NM,SGG_NM,FRSTN_GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,FCLT_PLC_SCLSF_NM,FND_FIRE_SE_NM,FND_IGTN_PSTN_NM,HR_UNIT_ARTMP,HR_UNIT_WSPD_INFO,WNDRCT_BRNG,HR_UNIT_HUM,golden_time_under_50min,arrival_time_diff,is_night,month_rcpt,dispatch_time_diff
355,777,11,89,6,2,-1.0,0,0,1,8.0,2.0,4,45.0,1,385.0,0,3,30.0
804,9819,0,196,10,8,-1.0,2,2,1,1.8,2.0,3,30.0,1,835.0,0,1,31.0
340,900,1,29,17,3,-1.0,2,2,1,10.0,2.0,7,16.0,1,399.0,0,2,59.0
409,3780,1,128,12,12,3.0,2,2,1,20.1,2.0,8,39.0,1,461.0,0,4,52.0
549,1971,1,1,25,25,5.0,2,2,3,6.7,2.0,7,11.0,1,627.0,0,1,78.0
1703,942,3,207,28,20,5.0,2,2,3,22.5,6.5,8,25.0,1,1776.0,0,5,73.0
270,388,1,113,4,1,-1.0,0,0,1,4.4,2.0,8,64.9,1,418.0,1,3,148.0
511,737,1,115,31,11,5.0,2,2,4,13.7,2.0,6,28.0,1,642.0,0,3,131.0
338,7287,15,216,27,13,6.0,2,2,3,7.7,2.0,6,58.0,1,423.0,0,2,85.0
280,480,15,216,21,12,3.0,2,2,1,10.0,2.0,8,55.0,1,280.0,0,3,0.0
291,569,15,23,13,5,-1.0,2,2,1,6.2,2.0,3,29.0,1,320.0,0,1,29.0
344,6763,10,48,8,7,-1.0,1,1,3,2.2,2.0,5,25.0,1,379.0,0,12,35.0
505,5754,16,132,18,9,-1.0,2,2,1,12.4,2.0,3,22.0,1,558.0,0,3,53.0
1010,54185,0,168,19,19,11.0,1,1,3,4.5,20.0,3,45.0,1,1107.0,0,12,97.0
861,180,1,125,10,8,4.0,2,2,1,10.0,2.0,1,56.0,1,921.0,1,5,60.0
505,1317,7,42,16,5,-1.0,2,2,1,19.7,2.0,1,33.0,1,553.0,0,4,48.0
1072,10148,2,180,20,6,-1.0,1,1,3,2.4,2.0,6,0.0,1,1139.0,1,11,67.0
911,990,12,214,0,0,16.0,2,2,4,29.0,2.0,7,48.0,1,960.0,0,9,49.0
1273,4440,15,200,25,19,-1.0,2,2,1,14.8,2.0,6,30.0,1,1351.0,0,3,78.0
1903,17474,1,64,9,9,6.0,1,1,3,28.5,2.0,3,27.0,1,2021.0,0,5,118.0
341,18956,13,169,14,8,-1.0,2,2,2,19.8,2.0,4,99.0,1,834.0,1,5,493.0
750,914,11,8,12,4,-1.0,2,2,1,11.3,6.5,3,26.0,1,908.0,0,4,158.0
1351,1918,3,137,20,0,6.0,2,2,2,22.2,-1.0,8,16.0,1,1511.0,0,4,160.0
1229,5996,1,123,18,18,8.0,2,2,3,27.0,2.0,5,22.0,1,1424.0,0,5,195.0
1054,900,1,160,28,10,-1.0,2,2,1,23.6,2.0,4,47.0,1,1097.0,0,5,43.0
456,2780,10,48,9,4,-1.0,2,2,4,18.3,2.0,6,66.0,1,521.0,0,5,65.0
333,180,1,50,10,2,-1.0,2,2,1,22.3,2.0,3,51.0,1,393.0,0,5,60.0
235,5231,0,217,36,22,1.0,2,2,1,26.1,-1.0,4,24.0,1,261.0,0,5,26.0
302,2528,2,213,4,4,-1.0,2,2,4,8.0,2.0,6,91.0,1,395.0,1,4,93.0
567,2653,7,62,3,3,-1.0,2,2,3,16.5,2.0,7,79.0,1,722.0,0,11,155.0
298,5839,15,92,18,5,-1.0,2,2,3,27.9,2.0,3,23.0,1,348.0,0,5,50.0
1035,5340,12,75,19,18,11.0,2,2,3,8.1,6.5,7,48.0,1,1223.0,0,1,188.0
987,4886,1,204,26,12,12.0,2,2,3,30.3,2.0,7,26.0,1,1100.0,0,5,113.0
977,1516,3,88,30,21,6.0,2,2,3,26.8,2.0,2,43.0,1,977.0,0,5,0.0
1805,5139,0,87,33,6,15.0,2,2,3,-3.9,2.0,1,28.0,1,1874.0,0,12,69.0
298,1500,16,195,5,5,-1.0,2,2,1,19.5,2.0,3,45.0,1,364.0,0,4,66.0
985,11954,1,121,3,3,-1.0,2,2,2,0.6,2.0,0,66.0,1,1036.0,1,3,51.0
479,5460,13,144,21,13,4.0,2,2,1,5.0,2.0,7,40.0,1,499.0,0,2,20.0
650,11003,7,42,6,6,-1.0,2,2,3,9.6,2.0,7,33.0,1,694.0,0,1,44.0
583,1515,0,4,12,10,-1.0,2,2,1,21.8,6.5,7,63.0,1,583.0,0,5,0.0
1315,4010,3,157,38,19,8.0,2,2,1,-6.3,2.0,2,80.0,1,1492.0,1,1,177.0
461,606,11,89,4,2,-1.0,2,2,1,10.8,2.0,8,12.0,1,532.0,0,3,71.0
414,2205,3,207,23,14,3.0,2,2,3,18.7,2.0,4,72.0,1,559.0,0,5,145.0
439,3240,1,125,33,33,1.0,2,2,1,22.0,10.5,8,25.0,1,499.0,0,5,60.0
1324,42616,3,112,32,14,-1.0,2,2,3,15.0,2.0,1,70.0,1,1419.0,0,5,95.0
447,284,3,88,8,8,-1.0,2,2,4,15.7,2.0,4,49.0,1,493.0,0,3,46.0
1318,6911,12,214,33,26,9.0,2,2,1,5.0,2.0,1,47.0,1,1410.0,1,4,92.0
1217,3543,0,168,33,15,-1.0,2,2,2,25.7,10.5,3,20.0,1,1266.0,0,5,49.0
480,3360,15,200,22,16,5.0,2,2,1,8.7,6.5,1,83.0,1,576.0,0,3,96.0
1069,4291,1,205,16,9,-1.0,2,2,1,7.0,2.0,3,43.0,1,1125.0,0,2,56.0
658,780,1,218,9,4,8.0,2,2,0,11.5,2.0,3,30.0,1,778.0,0,2,120.0
545,1122,1,123,10,10,12.0,2,2,1,2.2,2.0,6,74.7,1,629.0,1,3,84.0
1460,4409,0,203,55,6,-1.0,1,1,3,23.0,2.0,4,46.0,1,1532.0,0,5,72.0
612,768,3,88,30,11,-1.0,2,2,1,21.7,2.0,5,17.0,1,699.0,0,4,87.0
1076,791,1,205,22,7,-1.0,2,2,1,13.6,2.0,2,21.0,1,1145.0,0,4,69.0
580,4911,1,128,19,16,4.0,2,2,1,6.5,2.0,2,37.0,1,649.0,0,4,69.0
2870,23191,3,77,54,14,-1.0,1,1,2,15.6,2.0,8,15.0,1,2940.0,0,4,70.0
777,5328,3,72,35,5,-1.0,2,2,0,14.1,2.0,3,0.0,1,882.0,0,3,105.0
296,2040,16,141,3,3,-1.0,2,2,1,4.3,2.0,2,49.0,1,352.0,0,12,56.0
277,6776,15,59,11,11,5.0,2,2,1,18.1,-1.0,3,16.0,1,277.0,0,4,0.0
546,3394,1,218,18,2,-1.0,2,2,1,22.8,2.0,7,42.0,1,1064.0,0,5,518.0
421,5468,0,221,16,16,4.0,2,2,4,12.3,6.5,3,24.0,1,450.0,0,4,29.0
384,3647,15,200,5,5,-1.0,2,2,3,15.6,2.0,7,21.0,1,479.0,0,3,95.0
339,418,0,4,7,3,-1.0,2,2,2,20.1,2.0,3,24.0,1,383.0,1,5,44.0
1186,3681,16,55,24,24,16.0,2,2,3,19.8,2.0,8,64.0,1,1235.0,1,5,49.0
582,1953,1,125,10,11,6.0,2,2,1,13.8,2.0,1,89.0,1,817.0,1,5,235.0
219,973,8,61,2,1,-1.0,2,2,1,17.4,-1.0,3,17.0,1,299.0,0,4,80.0
298,1740,15,216,2,2,-1.0,2,2,1,7.0,2.0,8,70.0,1,382.0,0,4,84.0
239,9356,16,197,24,22,2.0,2,2,3,23.0,2.0,4,39.0,1,275.0,0,5,36.0
656,233,1,29,11,8,-1.0,2,2,1,12.0,2.0,6,12.0,1,776.0,0,3,120.0
299,2263,16,31,16,9,5.0,2,2,1,13.4,2.0,4,0.0,1,397.0,0,3,98.0
603,1829,3,137,7,7,-1.0,2,2,4,25.4,2.0,2,36.0,1,651.0,0,5,48.0
736,5015,0,217,15,15,5.0,2,2,2,16.4,2.0,3,17.0,1,782.0,0,5,46.0
329,3199,2,211,19,1,-1.0,2,2,2,17.3,2.0,5,0.0,1,380.0,0,3,51.0
2124,2714,3,112,34,30,-1.0,2,2,2,19.5,2.0,5,31.0,1,2124.0,0,4,0.0
239,4505,15,111,7,9,4.0,2,2,1,-1.4,2.0,7,34.0,1,306.0,0,1,67.0
472,456,1,205,8,1,-1.0,2,2,3,10.6,2.0,6,0.0,1,560.0,0,3,88.0
291,2830,15,191,27,8,3.0,2,2,4,15.3,2.0,3,28.0,1,448.0,0,3,157.0
119,3185,1,95,4,1,-1.0,0,0,3,10.0,2.0,1,0.0,1,191.0,1,4,72.0
931,4861,2,213,33,33,13.0,2,2,1,5.6,2.0,8,28.0,1,1047.0,0,2,116.0
610,3547,2,213,16,16,10.0,2,2,1,9.4,2.0,8,23.0,1,811.0,1,4,201.0
333,6092,0,217,34,1,-1.0,2,2,4,9.3,2.0,3,37.0,1,382.0,0,3,49.0
527,3042,15,80,12,8,-1.0,2,2,1,11.7,2.0,7,39.0,1,654.0,0,3,127.0
1136,3117,1,1,17,6,-1.0,2,2,1,12.5,2.0,1,34.0,1,1223.0,0,3,87.0
481,2160,1,34,3,3,-1.0,0,0,3,5.1,2.0,2,35.0,1,601.0,0,3,120.0
719,2940,1,1,17,17,7.0,2,2,1,18.1,2.0,6,85.0,1,779.0,1,5,60.0
297,4699,0,196,6,5,-1.0,2,2,2,12.9,2.0,7,78.0,1,376.0,1,5,79.0
296,1840,13,169,17,6,10.0,2,2,3,13.3,2.0,6,63.0,1,390.0,1,4,94.0
729,3784,1,125,6,11,2.0,0,0,1,2.3,2.0,7,24.0,1,790.0,0,2,61.0
267,10860,15,59,14,6,3.0,2,2,1,13.6,2.0,7,33.0,1,417.0,0,3,150.0
293,1530,13,167,2,2,-1.0,2,2,1,20.5,2.0,8,29.0,1,352.0,0,4,59.0
772,3759,0,152,30,6,-1.0,2,2,0,20.6,2.0,1,0.0,1,866.0,0,7,94.0
294,16648,12,219,24,2,-1.0,2,2,1,9.4,2.0,7,19.0,1,316.0,0,1,22.0
391,7020,1,17,6,6,2.0,2,2,4,16.0,6.5,8,23.0,1,451.0,0,4,60.0
581,83,1,95,1,1,-1.0,0,0,1,17.0,2.0,6,48.0,1,623.0,0,4,42.0
1049,2388,13,79,11,11,-1.0,2,2,1,19.1,6.5,1,32.0,1,1148.0,0,3,99.0
395,2999,1,109,15,7,-1.0,2,2,1,26.7,2.0,7,34.0,1,521.0,0,4,126.0
308,1403,1,125,6,12,1.0,2,2,4,8.7,2.0,3,40.0,1,414.0,0,2,106.0
439,1470,12,124,12,4,-1.0,2,2,1,10.5,2.0,3,60.0,1,566.0,0,2,127.0
528,8471,1,218,28,2,-1.0,0,0,3,9.5,2.0,2,75.0,1,750.0,1,5,222.0
575,520,0,196,7,6,-1.0,2,2,4,56.0,2.0,7,9.0,1,623.0,0,3,48.0
363,3386,10,173,2,2,-1.0,1,1,1,23.7,2.0,2,56.0,1,363.0,0,5,0.0
298,7515,2,213,24,24,4.0,2,2,4,0.0,2.0,7,0.0,1,390.0,0,3,92.0
306,2464,2,213,24,5,-1.0,2,2,3,20.1,2.0,8,14.0,1,419.0,0,3,113.0
637,2841,1,113,35,7,-1.0,2,2,3,15.8,6.5,6,22.0,1,801.0,0,5,164.0
299,1789,16,155,11,11,5.0,2,2,1,25.0,2.0,7,18.0,1,370.0,0,5,71.0
1078,2686,3,139,40,15,-1.0,2,2,1,-1.4,2.0,3,40.0,1,1172.0,0,1,94.0
703,6639,1,218,27,0,-1.0,1,1,2,15.0,2.0,1,20.0,1,831.0,1,5,128.0
825,1394,0,4,15,16,-1.0,2,2,1,2.1,2.0,5,56.0,1,889.0,1,1,64.0
1375,3600,13,36,90,21,-1.0,2,2,3,10.0,2.0,7,0.0,1,1427.0,0,3,52.0
1126,2276,0,196,20,17,-1.0,1,1,3,18.3,2.0,8,48.0,1,1209.0,0,4,83.0
251,1049,15,23,20,7,-1.0,2,2,3,14.8,2.0,7,49.0,1,466.0,0,3,215.0
990,567,7,85,7,4,-1.0,0,0,2,13.8,2.0,2,70.0,1,1074.0,0,4,84.0
622,1262,2,46,25,6,-1.0,2,2,1,1.7,2.0,7,31.0,1,808.0,0,1,186.0
365,5969,7,85,3,2,-1.0,2,2,3,11.4,2.0,7,50.0,1,430.0,0,2,65.0
551,232,11,89,9,2,-1.0,2,2,1,7.0,2.0,6,56.0,1,599.0,0,3,48.0
137,4783,9,0,20,2,-1.0,2,2,1,0.4,2.0,3,26.0,1,172.0,0,1,35.0
660,4020,12,28,9,8,7.0,2,2,4,10.2,2.0,8,12.0,1,718.0,0,1,58.0
856,6641,5,62,8,4,-1.0,2,2,2,15.9,2.0,4,47.0,1,1070.0,1,4,214.0
386,1718,1,128,13,10,3.0,2,2,4,14.7,2.0,7,38.0,1,446.0,0,4,60.0
767,2053,1,202,20,7,-1.0,2,2,3,15.6,6.5,8,17.0,1,830.0,0,4,63.0
609,4660,1,123,17,9,3.0,2,2,4,17.0,6.5,3,56.0,1,656.0,0,4,47.0
2853,3440,2,201,35,25,-1.0,1,1,3,6.9,2.0,3,54.0,1,3018.0,1,3,165.0
511,1666,0,196,4,4,-1.0,2,2,1,27.7,2.0,8,18.0,1,511.0,0,5,0.0
657,5680,1,123,10,10,11.0,2,2,1,2.7,2.0,8,65.0,1,936.0,1,3,279.0
308,1140,3,151,40,2,16.0,2,2,3,9.0,6.5,6,58.0,1,363.0,0,4,55.0
300,2489,15,59,10,4,-1.0,2,2,4,10.4,2.0,1,33.0,1,350.0,0,3,50.0
298,1637,16,155,6,5,-1.0,2,2,1,9.0,6.5,7,30.0,1,351.0,0,3,53.0
766,1020,1,1,29,29,9.0,2,2,3,8.9,2.0,2,25.0,1,826.0,1,4,60.0
1033,4542,16,31,16,13,12.0,2,2,3,16.2,2.0,2,20.0,1,1094.0,0,4,61.0
366,458,1,160,18,12,3.0,2,2,1,22.8,2.0,7,0.0,1,445.0,0,5,79.0
935,2876,1,29,11,8,-1.0,2,2,1,27.0,2.0,8,23.0,1,993.0,0,5,58.0
290,2280,8,6,8,2,-1.0,0,0,1,1.0,2.0,5,86.0,1,361.0,1,3,71.0
370,1740,1,160,24,8,2.0,2,2,1,10.0,2.0,8,44.0,1,430.0,0,3,60.0
628,6900,13,177,53,34,9.0,2,2,3,30.3,2.0,5,34.0,1,762.0,0,5,134.0
633,2973,1,109,10,5,-1.0,2,2,4,14.3,2.0,6,0.0,1,663.0,0,3,30.0
876,1196,1,115,15,15,-1.0,2,2,4,12.8,2.0,8,24.0,1,952.0,0,4,76.0
753,7290,15,54,15,7,-1.0,2,2,1,22.0,2.0,7,0.0,1,859.0,0,4,106.0
823,26363,3,136,21,5,-1.0,1,1,2,13.7,2.0,5,70.0,1,879.0,1,5,56.0
240,1638,16,193,9,4,-1.0,2,2,3,13.0,2.0,2,24.0,1,411.0,0,3,171.0
1661,1587,2,185,11,6,-1.0,1,1,3,12.2,2.0,2,89.0,1,1713.0,0,4,52.0
968,3512,1,121,12,6,-1.0,1,1,3,12.8,2.0,3,24.0,1,1010.0,0,3,42.0
314,463,1,17,5,1,-1.0,1,1,3,-6.9,2.0,6,54.0,1,422.0,1,2,108.0
598,1957,1,218,15,17,-1.0,2,2,1,8.0,2.0,3,36.0,1,696.0,0,3,98.0
763,20917,3,151,18,18,8.0,1,1,3,17.9,2.0,6,58.0,1,804.0,0,4,41.0
677,0,7,85,4,2,-1.0,2,2,3,11.2,2.0,8,23.0,1,797.0,0,1,120.0
569,2247,13,36,17,5,-1.0,2,2,3,8.6,6.5,8,20.0,1,626.0,0,3,57.0
854,0,10,150,21,5,-1.0,2,2,1,16.3,2.0,1,70.0,1,907.0,0,3,53.0
1141,9184,1,50,3,3,-1.0,2,2,3,15.3,2.0,8,20.0,1,1175.0,0,3,34.0
327,1231,15,74,4,4,-1.0,2,2,3,15.9,2.0,3,18.0,1,402.0,0,4,75.0
211,4740,15,200,31,2,-1.0,0,0,1,7.1,6.5,7,37.0,1,259.0,0,3,48.0
805,1704,1,125,16,7,-1.0,2,2,4,28.0,2.0,8,24.0,1,915.0,0,6,110.0
474,328,1,208,3,3,-1.0,2,2,1,10.0,-1.0,0,55.0,1,561.0,1,3,87.0
208,0,8,66,0,0,-1.0,1,1,1,1.5,2.0,7,18.0,1,230.0,0,1,22.0
291,13183,16,76,3,3,-1.0,2,2,1,16.8,6.5,7,18.9,1,323.0,0,4,32.0
844,421,0,217,21,27,6.0,2,2,1,20.3,2.0,1,31.0,1,844.0,0,5,0.0
407,536,1,121,14,3,3.0,1,1,1,23.4,2.0,3,48.0,1,459.0,0,4,52.0
432,2118,3,35,30,5,-1.0,2,2,1,14.0,2.0,8,15.0,1,529.0,0,4,97.0
537,260,1,159,5,3,-1.0,2,2,1,-0.9,2.0,3,41.0,1,559.0,0,1,22.0
492,9641,0,100,9,7,-1.0,2,2,1,10.8,2.0,2,34.0,1,535.0,0,3,43.0
600,1800,15,186,28,13,8.0,2,2,1,11.0,2.0,3,43.0,1,775.0,0,3,175.0
397,8024,3,207,3,1,-1.0,2,2,1,-3.1,2.0,3,37.0,1,455.0,1,1,58.0
843,83643,0,162,16,16,10.0,1,1,1,27.1,2.0,3,17.0,1,930.0,0,5,87.0
295,2494,16,197,19,5,-1.0,2,2,1,14.7,2.0,7,29.0,1,325.0,0,3,30.0
299,5636,16,141,40,2,-1.0,1,1,1,4.2,2.0,7,0.0,1,370.0,0,1,71.0
494,1179,1,115,8,7,-1.0,2,2,4,16.4,2.0,7,18.0,1,555.0,0,4,61.0
659,2684,1,148,21,8,-1.0,2,2,1,1.8,2.0,8,28.0,1,750.0,0,1,91.0
283,882,4,89,4,2,-1.0,2,2,3,7.8,2.0,3,66.0,1,409.0,0,4,126.0
219,4020,15,216,20,5,2.0,2,2,4,8.0,2.0,3,27.0,1,305.0,0,1,86.0
827,3117,0,135,31,31,15.0,2,2,1,16.1,2.0,2,44.0,1,879.0,0,4,52.0
1395,8067,10,82,12,7,-1.0,2,2,1,0.0,-1.0,0,0.0,1,1446.0,0,3,51.0
923,3276,13,169,10,9,-1.0,2,2,1,5.7,2.0,3,29.0,1,980.0,1,4,57.0
251,1560,1,160,11,11,4.0,0,0,1,12.0,2.0,8,27.0,1,307.0,0,2,56.0
285,0,8,173,5,1,-1.0,1,1,1,19.2,2.0,8,34.0,1,297.0,0,5,12.0
942,11958,12,219,9,9,13.0,1,1,3,17.0,6.5,7,27.0,1,966.0,0,3,24.0
1050,534,1,109,12,5,-1.0,2,2,1,15.7,2.0,6,0.0,1,1206.0,0,4,156.0
711,1151,1,202,11,6,-1.0,2,2,1,19.5,2.0,6,55.0,1,748.0,1,5,37.0
1082,3310,16,155,23,14,-1.0,2,2,1,18.4,6.5,7,18.0,1,1124.0,0,4,42.0
564,4652,1,123,11,11,10.0,2,2,4,12.9,6.5,8,23.0,1,606.0,0,4,42.0
1060,3182,1,123,27,3,-1.0,2,2,1,23.5,2.0,7,14.0,1,1150.0,0,4,90.0
336,18341,12,214,24,24,7.0,2,2,4,32.1,2.0,6,63.0,1,397.0,0,8,61.0
1313,3731,13,43,28,8,15.0,2,2,1,14.6,6.5,7,36.0,1,1354.0,0,3,41.0
272,2361,2,119,17,4,-1.0,2,2,1,13.7,2.0,5,0.0,1,325.0,0,4,53.0
180,2068,1,128,10,10,-1.0,2,2,1,27.3,2.0,2,29.0,1,242.0,0,5,62.0
782,4816,3,157,29,13,-1.0,2,2,3,19.2,6.5,5,13.0,1,846.0,0,3,64.0
472,795,1,148,10,3,-1.0,2,2,2,27.5,2.0,7,16.0,1,641.0,0,4,169.0
96,3602,1,205,17,16,-1.0,2,2,1,15.0,2.0,3,35.0,1,137.0,0,4,41.0
213,2396,2,86,4,4,-1.0,2,2,4,14.4,2.0,3,41.0,1,258.0,0,3,45.0
370,591,1,1,3,3,-1.0,2,2,1,13.1,2.0,8,37.0,1,472.0,0,3,102.0
634,1409,11,89,11,4,-1.0,2,2,1,-3.0,2.0,4,45.0,1,695.0,0,1,61.0
664,285,1,140,3,3,-1.0,2,2,4,10.1,2.0,7,25.0,1,866.0,0,3,202.0
296,5400,15,23,31,4,-1.0,2,2,1,6.2,2.0,2,46.0,1,320.0,0,3,24.0
672,1377,1,123,24,18,6.0,1,1,1,-3.1,2.0,7,25.0,1,731.0,0,1,59.0
316,2828,3,77,41,2,-1.0,2,2,1,22.3,2.0,8,31.7,1,374.0,0,5,58.0
553,1910,0,217,38,5,26.0,2,2,1,11.2,2.0,8,28.0,1,620.0,0,3,67.0
300,4120,15,138,22,12,3.0,2,2,1,-3.1,2.0,8,30.0,1,386.0,0,1,86.0
773,6780,1,160,12,12,11.0,0,0,3,7.3,2.0,2,56.0,1,833.0,0,2,60.0
549,480,1,160,10,10,4.0,2,2,1,-10.3,2.0,5,0.0,1,636.0,1,2,87.0
1202,1415,3,15,20,6,-1.0,2,2,3,17.0,2.0,1,42.0,1,1267.0,1,4,65.0
90,740,15,23,13,14,-1.0,2,2,1,1.4,2.0,7,18.0,1,151.0,0,2,61.0
300,774,7,215,7,2,-1.0,2,2,1,5.3,2.0,7,41.0,1,398.0,1,1,98.0
682,2216,1,218,20,4,-1.0,2,2,4,10.5,2.0,6,34.0,1,785.0,0,3,103.0
329,17548,2,119,6,6,-1.0,2,2,2,6.5,2.0,3,0.0,1,471.0,1,3,142.0
527,334,2,180,6,6,-1.0,2,2,1,4.9,2.0,7,46.0,1,588.0,0,1,61.0
300,1113,15,191,20,4,-1.0,2,2,4,7.3,2.0,1,56.0,1,388.0,0,1,88.0
299,1917,16,132,16,8,4.0,2,2,1,4.4,2.0,4,38.0,1,394.0,0,1,95.0
775,1021,10,150,14,8,6.0,0,0,3,9.9,6.5,5,17.0,1,896.0,0,4,121.0
296,943,16,155,3,3,3.0,0,0,1,16.0,2.0,5,47.0,1,381.0,0,5,85.0
614,698,1,204,18,4,2.0,2,2,1,19.8,2.0,3,49.0,1,754.0,0,4,140.0
889,7708,2,209,44,33,10.0,2,2,3,22.4,2.0,1,0.0,1,949.0,0,5,60.0
969,8635,1,128,14,8,7.0,2,2,3,10.5,2.0,3,46.0,1,1068.0,0,4,99.0
660,1056,3,207,7,5,-1.0,2,2,3,20.0,6.5,4,33.0,1,744.0,0,4,84.0
828,2177,0,16,15,6,-1.0,1,1,3,5.1,6.5,6,19.0,1,877.0,0,1,49.0
582,510,7,42,11,10,-1.0,2,2,1,13.2,2.0,4,39.0,1,624.0,0,3,42.0
775,1163,1,95,4,4,-1.0,1,1,3,29.0,2.0,3,31.0,1,911.0,0,6,136.0
282,2238,16,195,12,5,2.0,2,2,1,17.0,2.0,2,17.0,1,312.0,0,4,30.0
570,1269,0,4,9,9,-1.0,2,2,1,8.4,2.0,2,15.0,1,892.0,0,3,322.0
314,1825,13,165,14,3,-1.0,2,2,4,5.1,-1.0,5,13.0,1,434.0,0,1,120.0
341,822,1,204,11,4,-1.0,2,2,3,26.4,2.0,8,43.0,1,561.0,0,5,220.0
616,7903,15,216,9,15,-1.0,2,2,4,16.0,2.0,8,14.0,1,647.0,0,3,31.0
651,5421,1,202,15,5,-1.0,2,2,2,0.3,2.0,8,46.0,1,757.0,1,1,106.0
1112,2603,0,203,30,9,5.0,2,2,1,7.6,2.0,1,50.0,1,1154.0,0,2,42.0
729,6506,1,160,16,16,4.0,1,1,2,-1.6,2.0,1,0.0,1,814.0,0,1,85.0
384,1419,1,218,29,8,2.0,2,2,1,10.0,2.0,7,39.0,1,444.0,0,3,60.0
867,334,1,34,6,3,-1.0,2,2,3,10.1,2.0,5,5.0,1,934.0,0,3,67.0
982,1424,1,218,37,15,4.0,2,2,1,2.9,2.0,3,60.0,1,1017.0,0,1,35.0
620,3030,3,72,4,2,-1.0,2,2,1,19.9,2.0,7,24.0,1,740.0,0,3,120.0
1040,1182,3,77,31,12,-1.0,1,1,1,7.4,2.0,6,43.0,1,1106.0,0,3,66.0
826,1660,15,74,16,12,-1.0,2,2,1,21.3,2.0,3,48.0,1,946.0,0,4,120.0
378,7955,2,210,14,14,3.0,2,2,1,21.5,2.0,3,11.0,1,478.0,0,4,100.0
543,8021,1,113,31,7,-1.0,2,2,3,23.9,6.5,2,51.0,1,684.0,0,5,141.0
685,1409,1,97,3,6,-1.0,0,0,1,5.8,2.0,8,40.0,1,803.0,0,3,118.0
951,4327,2,178,16,8,-1.0,2,2,1,15.0,2.0,4,23.0,1,1076.0,0,3,125.0
968,3408,6,153,15,15,-1.0,2,2,3,9.3,2.0,6,33.0,1,1052.0,0,2,84.0
624,900,15,23,19,13,11.0,2,2,4,11.0,2.0,4,25.9,1,709.0,0,3,85.0
298,1560,15,216,24,14,3.0,2,2,1,11.0,2.0,3,49.0,1,416.0,0,2,118.0
1149,6827,3,37,43,12,-1.0,2,2,3,1.7,2.0,2,64.0,1,1211.0,1,1,62.0
154,1850,12,129,18,18,2.0,1,1,1,1.0,2.0,5,46.0,1,214.0,0,2,60.0
350,2839,8,33,3,1,-1.0,2,2,4,9.7,6.5,3,44.7,1,410.0,0,3,60.0
421,1192,1,205,9,4,-1.0,2,2,1,2.5,2.0,3,20.0,1,478.0,0,1,57.0
417,300,1,160,21,15,5.0,2,2,4,-1.1,2.0,7,0.0,1,462.0,0,1,45.0
444,75478,3,206,16,4,-1.0,2,2,0,8.0,6.5,8,30.0,1,577.0,0,4,133.0
2979,5928,15,54,35,27,-1.0,1,1,2,16.0,2.0,8,0.0,1,3105.0,0,4,126.0
692,99,8,172,6,5,-1.0,1,1,3,0.0,-1.0,0,0.0,1,736.0,1,1,44.0
814,2276,2,178,23,14,8.0,2,2,3,16.4,2.0,2,0.0,1,915.0,0,3,101.0
170,2601,2,211,2,2,-1.0,2,2,1,7.0,2.0,2,32.0,1,241.0,1,4,71.0
1114,13320,1,1,28,28,9.0,2,2,1,14.8,2.0,3,16.0,1,1126.0,0,4,12.0
300,1140,15,92,20,5,1.0,2,2,4,11.0,-1.0,5,41.0,1,452.0,0,3,152.0
182,3590,16,171,3,3,-1.0,2,2,1,21.3,6.5,8,9.0,1,603.0,0,4,421.0
995,1156,3,137,25,10,-1.0,2,2,3,19.6,2.0,1,25.0,1,995.0,0,4,0.0
1109,7176,0,217,15,15,5.0,2,2,2,20.3,2.0,6,10.0,1,1205.0,0,5,96.0
542,3635,0,152,31,10,4.0,2,2,1,18.1,2.0,7,24.0,1,636.0,0,4,94.0
224,8331,15,93,21,3,-1.0,2,2,4,12.3,10.5,5,29.0,1,306.0,0,5,82.0
230,1541,16,193,20,8,2.0,2,2,1,7.0,2.0,2,57.0,1,275.0,0,4,45.0
294,2540,15,23,27,7,4.0,2,2,1,12.3,2.0,1,19.0,1,355.0,0,4,61.0
647,2828,5,62,11,7,-1.0,2,2,2,10.6,6.5,7,17.0,1,737.0,0,4,90.0
299,6997,12,219,8,4,-1.0,2,2,3,11.3,6.5,7,33.0,1,352.0,0,3,53.0
604,4981,3,189,11,11,-1.0,2,2,1,23.0,-1.0,8,0.0,1,641.0,0,4,37.0
265,1342,1,45,8,2,-1.0,2,2,1,2.7,2.0,8,25.0,1,309.0,0,2,44.0
511,2403,3,72,20,16,-1.0,2,2,1,10.4,2.0,8,68.0,1,612.0,0,3,101.0
292,2225,15,187,19,3,-1.0,2,2,1,4.1,2.0,7,12.0,1,318.0,0,1,26.0
615,1140,1,50,3,3,-1.0,2,2,4,19.3,2.0,8,53.0,1,675.0,0,5,60.0
960,4740,12,28,29,20,11.0,1,1,3,21.0,2.0,1,46.0,1,1034.0,0,4,74.0
1002,2778,6,153,13,12,-1.0,2,2,3,20.4,2.0,1,50.0,1,1052.0,0,5,50.0
636,3960,15,200,25,8,-1.0,1,1,4,13.7,-1.0,6,27.0,1,695.0,0,4,59.0
