DSPT_REQ_HR,FIRE_SUPESN_HR,CTPV_NM,SGG_NM,FRSTN_GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,FCLT_PLC_SCLSF_NM,FND_FIRE_SE_NM,FND_IGTN_PSTN_NM,HR_UNIT_ARTMP,HR_UNIT_WSPD_INFO,WNDRCT_BRNG,HR_UNIT_HUM,golden_time_under_50min,arrival_time_diff,is_night,month_rcpt,dispatch_time_diff
311,5775,1,202,25,2,14.0,2,2,1,18.3,6.5,3,31.0,1,364.0,0,5,53.0
1281,17279,0,135,19,19,7.0,0,0,1,22.2,2.0,3,17.0,1,1326.0,0,4,45.0
561,16031,1,50,14,7,-1.0,2,2,1,19.8,2.0,3,29.0,1,621.0,0,4,60.0
908,6470,1,109,19,7,-1.0,0,0,1,21.0,2.0,1,18.0,1,953.0,0,4,45.0
310,14117,2,185,4,4,-1.0,2,2,2,14.0,2.0,2,55.0,1,387.0,1,4,77.0
660,540,1,205,17,14,3.0,2,2,1,22.9,2.0,3,11.0,1,720.0,0,4,60.0
826,10951,2,180,12,12,-1.0,2,2,1,26.0,2.0,3,16.0,1,866.0,0,4,40.0
1115,8116,0,196,33,31,17.0,1,1,3,18.0,10.5,8,31.0,1,1311.0,0,4,196.0
1609,2868,15,54,34,24,-1.0,2,2,3,21.5,2.0,8,0.0,1,1724.0,0,4,115.0
2543,9577,1,123,29,14,-1.0,2,2,1,0.0,-1.0,0,0.0,1,2608.0,0,5,65.0
1134,14722,0,188,25,13,-1.0,1,1,2,21.8,2.0,3,19.0,1,1208.0,0,4,74.0
1811,813,3,12,24,21,-1.0,2,2,1,28.6,2.0,7,32.0,1,1865.0,0,5,54.0
409,4031,8,5,4,3,-1.0,1,1,3,23.0,2.0,8,72.0,1,559.0,0,5,150.0
207,633,8,25,4,1,-1.0,2,2,3,10.9,2.0,5,80.0,1,272.0,1,5,65.0
1500,4633,0,152,28,13,-1.0,2,2,2,24.0,2.0,7,51.0,1,1569.0,0,5,69.0
757,4065,0,221,21,8,-1.0,2,2,1,21.5,2.0,8,60.0,1,806.0,0,5,49.0
322,1728,8,53,4,1,-1.0,1,1,1,19.3,2.0,8,31.0,1,410.0,0,5,88.0
831,6832,12,21,19,19,6.0,1,1,3,23.0,2.0,7,19.0,1,831.0,0,5,0.0
461,464,5,57,8,8,-1.0,2,2,1,24.2,2.0,7,34.0,1,486.0,0,5,25.0
217,1675,9,0,7,7,1.0,2,2,3,22.4,2.0,3,53.0,1,384.0,1,5,167.0
735,3080,0,217,20,20,5.0,2,2,1,20.5,2.0,3,21.0,1,776.0,0,5,41.0
890,13262,16,55,25,25,8.0,1,1,3,21.8,2.0,3,20.0,1,1077.0,0,5,187.0
842,3229,2,178,13,12,-1.0,2,2,1,18.5,2.0,1,42.0,1,842.0,0,5,0.0
459,3552,1,116,2,3,-1.0,2,2,1,19.1,2.0,8,30.0,1,520.0,0,5,61.0
1981,2045,3,12,6,7,-1.0,2,2,3,20.3,2.0,2,33.0,1,2031.0,0,5,50.0
561,284,7,6,6,6,-1.0,2,2,1,19.6,2.0,1,69.0,1,623.0,0,5,62.0
288,455,10,150,7,7,-1.0,2,2,1,13.6,2.0,6,45.0,1,327.0,0,5,39.0
474,4282,1,50,6,6,-1.0,2,2,1,22.6,2.0,7,23.0,1,525.0,0,5,51.0
691,11662,12,28,11,10,-1.0,2,2,1,17.6,2.0,7,29.0,1,716.0,0,5,25.0
678,18759,13,177,8,8,-1.0,2,2,3,5.2,2.0,1,80.0,1,678.0,1,5,0.0
347,4064,1,1,2,2,-1.0,2,2,1,17.3,-1.0,7,24.0,1,417.0,0,5,70.0
97,1182,15,186,0,0,-1.0,2,2,1,18.8,2.0,8,48.0,1,138.0,0,5,41.0
483,13195,12,28,11,11,-1.0,2,2,1,15.3,2.0,8,30.0,1,581.0,1,5,98.0
760,5710,16,171,8,8,-1.0,2,2,1,19.7,2.0,3,27.0,1,804.0,0,5,44.0
1424,2353,1,125,14,14,2.0,2,2,3,26.3,2.0,8,36.0,1,1579.0,0,5,155.0
960,6749,4,82,9,10,-1.0,2,2,2,23.3,2.0,3,38.0,1,1060.0,0,5,100.0
1258,3758,3,11,12,19,-1.0,2,2,3,28.8,2.0,8,28.0,1,1356.0,0,5,98.0
368,9793,2,209,13,7,-1.0,2,2,2,22.6,2.0,1,84.0,1,530.0,0,5,162.0
772,2356,3,207,14,6,-1.0,2,2,1,24.9,6.5,7,40.0,1,829.0,0,5,57.0
786,804,1,123,15,13,6.0,2,2,1,20.1,2.0,3,63.0,1,851.0,0,5,65.0
411,7588,2,180,7,7,-1.0,2,2,1,20.9,2.0,1,65.0,1,411.0,1,5,0.0
1398,1445,15,39,17,0,-1.0,1,1,2,24.8,2.0,8,51.0,1,1512.0,0,5,114.0
3264,9027,3,130,23,18,-1.0,1,1,2,18.4,2.0,2,50.0,0,3453.0,0,5,189.0
242,16601,1,24,1,4,-1.0,1,1,3,25.3,2.0,1,40.0,1,254.0,0,5,12.0
774,4249,3,15,10,10,-1.0,2,2,1,27.3,2.0,7,18.0,1,825.0,0,5,51.0
735,9596,2,181,28,13,-1.0,0,0,1,26.0,2.0,2,41.0,1,768.0,0,5,33.0
300,1940,1,140,1,1,-1.0,0,0,2,17.7,2.0,2,52.0,1,400.0,0,5,100.0
1153,0,12,214,18,3,3.0,2,2,3,26.7,2.0,7,44.0,1,1185.0,0,5,32.0
816,12060,13,71,34,15,8.0,2,2,3,22.4,2.0,7,49.0,1,919.0,0,5,103.0
1043,16754,1,115,25,6,12.0,2,2,1,25.6,6.5,7,47.0,1,1234.0,0,5,191.0
714,8229,0,152,17,12,5.0,2,2,3,10.6,2.0,3,88.0,1,765.0,1,5,51.0
802,5054,1,218,8,8,2.0,1,1,1,14.0,2.0,1,80.0,1,894.0,1,5,92.0
1359,10444,3,12,15,15,-1.0,2,2,3,21.6,-1.0,3,30.0,1,1388.0,0,5,29.0
327,3184,2,213,17,4,-1.0,2,2,4,31.2,2.0,7,23.0,1,407.0,0,5,80.0
365,5938,13,20,22,10,5.0,2,2,3,8.4,2.0,4,77.0,1,417.0,1,5,52.0
995,7010,13,51,17,6,9.0,2,2,1,22.0,2.0,8,25.0,1,1103.0,0,5,108.0
635,9558,2,119,13,6,-1.0,1,1,1,21.3,2.0,2,0.0,1,681.0,0,5,46.0
359,7497,3,207,4,11,-1.0,1,1,1,17.1,2.0,5,80.0,1,416.0,1,5,57.0
653,6082,0,221,27,27,9.0,2,2,3,16.8,2.0,3,59.0,1,704.0,0,5,51.0
150,7541,15,23,23,2,-1.0,2,2,2,24.9,2.0,3,34.0,1,291.0,0,5,141.0
335,3469,7,83,4,4,-1.0,2,2,1,21.0,2.0,7,62.0,1,367.0,1,5,32.0
314,5820,13,51,18,3,-1.0,2,2,3,20.5,2.0,7,27.0,1,502.0,0,5,188.0
2570,12461,12,108,42,27,11.0,2,2,2,14.7,2.0,7,0.0,1,2633.0,1,5,63.0
511,66400,2,46,3,4,-1.0,1,1,3,0.0,-1.0,0,0.0,1,621.0,0,5,110.0
691,58379,13,107,12,12,8.0,0,0,3,21.6,2.0,7,62.0,1,745.0,0,5,54.0
1172,4440,3,207,31,0,11.0,1,1,3,22.7,2.0,1,27.0,1,1228.0,0,5,56.0
706,22733,16,31,12,12,-1.0,0,0,2,25.4,2.0,7,48.0,1,755.0,0,5,49.0
289,7459,5,102,6,2,-1.0,2,2,3,31.2,2.0,8,22.0,1,351.0,0,5,62.0
551,10390,2,209,13,7,-1.0,2,2,2,30.3,2.0,7,37.0,1,600.0,0,5,49.0
943,5403,3,190,79,39,16.0,2,2,1,0.0,-1.0,0,0.0,1,984.0,1,5,41.0
191,9538,0,168,37,1,-1.0,2,2,3,20.5,2.0,4,36.0,1,249.0,0,5,58.0
878,5736,1,125,17,18,5.0,2,2,2,29.0,2.0,3,40.0,1,934.0,0,5,56.0
909,28678,0,87,40,30,7.0,2,2,3,18.7,2.0,3,30.0,1,987.0,1,5,78.0
259,2588,1,205,19,2,-1.0,2,2,1,25.5,2.0,3,38.0,1,338.0,0,5,79.0
293,6294,13,177,26,26,4.0,2,2,1,25.6,2.0,1,44.0,1,333.0,0,5,40.0
408,13437,0,188,9,9,-1.0,2,2,3,20.3,2.0,3,53.0,1,482.0,0,5,74.0
907,1434,1,1,19,10,7.0,2,2,1,22.7,2.0,4,41.0,1,977.0,0,5,70.0
493,499,1,96,8,4,-1.0,2,2,1,22.2,2.0,3,29.0,1,625.0,0,5,132.0
623,3217,10,48,6,4,-1.0,2,2,3,26.7,2.0,3,44.0,1,800.0,0,5,177.0
1338,3842,3,137,22,0,12.0,2,2,3,32.2,-1.0,2,50.0,1,1504.0,0,6,166.0
536,2615,0,221,29,17,9.0,2,2,2,25.8,2.0,8,68.0,1,601.0,0,6,65.0
696,4761,13,165,36,0,3.0,2,2,1,31.0,2.0,5,53.0,1,883.0,0,6,187.0
813,888,1,96,4,1,-1.0,2,2,2,30.5,2.0,7,48.0,1,923.0,0,6,110.0
354,20104,5,62,8,0,-1.0,2,2,1,33.0,2.0,2,48.0,1,395.0,0,6,41.0
3984,7860,10,150,38,38,12.0,2,2,3,23.4,6.5,2,41.0,0,4780.0,0,6,796.0
376,68303,2,156,13,4,-1.0,2,2,3,25.2,2.0,3,27.0,1,418.0,0,5,42.0
538,3385,0,4,34,6,-1.0,2,2,1,20.0,2.0,6,63.0,1,580.0,0,6,42.0
1036,4774,2,211,18,13,-1.0,2,2,1,28.4,2.0,8,22.0,1,1083.0,0,5,47.0
532,1673,1,29,13,3,-1.0,2,2,4,21.0,2.0,7,70.0,1,602.0,0,5,70.0
449,5024,0,162,27,3,-1.0,2,2,1,28.0,2.0,3,38.0,1,486.0,0,5,37.0
299,684,7,85,2,2,-1.0,2,2,1,23.2,6.5,3,36.0,1,382.0,0,5,83.0
364,6266,0,168,22,17,3.0,2,2,1,14.8,2.0,7,97.0,1,438.0,1,5,74.0
512,4596,1,50,3,7,-1.0,1,1,3,13.7,2.0,7,86.0,1,695.0,1,5,183.0
434,52203,2,46,13,3,-1.0,2,2,1,25.6,6.5,3,37.0,1,480.0,0,5,46.0
222,23,8,145,1,2,-1.0,0,0,4,23.6,6.5,3,45.0,1,280.0,0,5,58.0
3037,6713,2,211,22,5,-1.0,2,2,1,25.7,6.5,8,35.0,0,3163.0,0,5,126.0
892,4869,2,84,28,10,-1.0,2,2,1,27.7,6.5,1,37.0,1,952.0,0,5,60.0
1273,4329,1,50,17,7,-1.0,1,1,2,21.6,2.0,3,66.0,1,1319.0,0,6,46.0
648,16455,1,1,19,19,9.0,2,2,3,17.4,2.0,2,42.0,1,709.0,1,5,61.0
565,10826,12,129,14,0,10.0,2,2,2,20.2,2.0,1,67.0,1,762.0,0,6,197.0
461,4577,8,25,4,4,-1.0,1,1,3,28.2,2.0,3,49.0,1,603.0,0,6,142.0
1707,6526,2,73,42,36,-1.0,2,2,1,17.0,2.0,3,78.0,1,1827.0,1,5,120.0
624,3780,13,51,15,15,5.0,2,2,1,29.7,2.0,7,31.0,1,1162.0,0,6,538.0
435,568,7,40,6,2,-1.0,1,1,1,27.4,2.0,3,27.0,1,435.0,0,5,0.0
2081,28000,0,168,27,9,8.0,1,1,3,15.6,2.0,5,41.0,1,2297.0,0,6,216.0
1874,27140,16,171,32,25,23.0,0,0,3,27.9,2.0,3,20.0,1,1924.0,0,6,50.0
193,3273,1,97,3,4,-1.0,2,2,3,15.8,2.0,3,48.0,1,282.0,1,6,89.0
992,4143,3,190,51,9,-1.0,2,2,3,30.6,6.5,7,16.0,1,1032.0,0,6,40.0
484,10724,3,151,6,6,-1.0,0,0,1,31.7,20.0,3,21.0,1,527.0,0,5,43.0
410,10855,2,9,15,14,5.0,2,2,1,20.0,2.0,3,65.0,1,541.0,1,5,131.0
903,8405,2,84,20,18,9.0,2,2,3,25.9,2.0,3,47.0,1,993.0,0,5,90.0
349,7004,3,77,27,2,-1.0,2,2,1,28.5,2.0,3,22.0,1,371.0,0,6,22.0
436,8995,5,57,9,8,2.0,2,2,1,28.9,2.0,4,20.0,1,493.0,0,5,57.0
735,30661,1,18,9,3,-1.0,2,2,1,24.9,2.0,1,40.0,1,769.0,0,6,34.0
511,9762,12,32,41,11,8.0,2,2,2,10.0,2.0,2,70.0,1,597.0,1,5,86.0
330,8940,8,25,4,4,-1.0,0,0,3,20.7,2.0,3,0.0,1,431.0,0,6,101.0
1064,11989,2,86,15,15,-1.0,2,2,1,28.3,2.0,3,31.0,1,1123.0,0,5,59.0
342,1310,1,29,9,2,-1.0,2,2,1,31.1,2.0,7,17.0,1,453.0,0,6,111.0
756,3912,12,219,16,10,13.0,2,2,1,28.5,6.5,1,32.0,1,756.0,0,6,0.0
997,3971,1,117,10,6,-1.0,1,1,3,28.2,2.0,2,45.0,1,1110.0,0,6,113.0
164,388,1,24,5,1,-1.0,1,1,1,31.0,2.0,2,37.0,1,177.0,0,6,13.0
484,4800,6,89,5,3,1.0,2,2,1,30.0,2.0,3,37.0,1,508.0,0,6,24.0
283,4083,2,119,24,3,-1.0,1,1,1,25.1,2.0,2,46.0,1,406.0,0,6,123.0
355,6908,15,13,10,0,-1.0,1,1,1,20.0,2.0,2,53.0,1,417.0,1,6,62.0
803,5173,13,20,10,10,-1.0,2,2,1,22.1,2.0,8,32.0,1,865.0,0,5,62.0
532,13527,7,131,0,0,-1.0,0,0,3,22.6,2.0,1,59.0,1,648.0,0,5,116.0
967,3633,1,17,16,12,-1.0,2,2,3,26.3,6.5,7,15.0,1,1087.0,0,5,120.0
323,1795,4,82,7,2,-1.0,2,2,1,25.3,2.0,8,36.0,1,378.0,0,5,55.0
871,6135,3,139,16,7,-1.0,2,2,1,28.9,2.0,8,19.0,1,929.0,0,5,58.0
283,6236,13,177,14,2,-1.0,2,2,1,19.3,2.0,2,58.0,1,327.0,1,5,44.0
562,14101,2,73,9,9,-1.0,2,2,3,25.0,2.0,5,21.0,1,572.0,0,5,10.0
475,1198,1,140,7,7,-1.0,2,2,1,24.8,2.0,4,36.0,1,581.0,0,6,106.0
2312,9302,1,50,18,11,9.0,0,0,2,21.5,2.0,2,62.0,1,2357.0,1,6,45.0
514,1523,1,50,13,4,-1.0,2,2,1,22.6,2.0,4,57.0,1,556.0,0,6,42.0
310,6962,15,191,4,4,-1.0,2,2,3,31.0,2.0,2,69.0,1,418.0,0,7,108.0
420,2099,12,214,30,30,7.0,2,2,3,30.3,-1.0,3,69.0,1,480.0,0,8,60.0
2337,35483,10,150,21,7,-1.0,0,0,3,21.2,2.0,6,79.0,1,2508.0,1,9,171.0
782,4526,16,141,18,18,11.0,1,1,3,29.6,2.0,2,55.0,1,852.0,0,9,70.0
242,1000,15,80,18,5,4.0,2,2,1,21.0,2.0,8,74.0,1,338.0,0,9,96.0
411,7775,0,217,28,28,4.0,2,2,3,23.3,2.0,2,38.0,1,470.0,0,9,59.0
1785,17040,13,51,14,14,-1.0,0,0,3,22.1,2.0,5,43.0,1,1785.0,0,9,0.0
314,2067,12,214,23,23,3.0,2,2,1,31.0,2.0,7,67.0,1,370.0,0,7,56.0
560,12545,12,143,0,0,-1.0,0,0,1,23.4,-1.0,4,60.9,1,609.0,0,9,49.0
351,16050,15,80,16,6,4.0,2,2,3,25.0,2.0,6,80.0,1,418.0,0,9,67.0
814,6146,13,161,10,6,7.0,2,2,3,23.4,2.0,5,42.0,1,899.0,0,9,85.0
524,17916,0,152,24,20,8.0,1,1,3,21.3,2.0,1,47.0,1,870.0,0,9,346.0
472,3841,3,134,35,6,-1.0,2,2,1,30.5,2.0,1,55.5,1,504.0,0,7,32.0
413,7020,12,214,44,44,4.0,2,2,1,23.1,2.0,3,74.0,1,469.0,0,9,56.0
919,10712,12,214,21,0,6.0,2,2,2,16.7,2.0,7,69.0,1,919.0,1,9,0.0
903,4512,0,87,39,0,10.0,2,2,3,20.3,2.0,3,75.0,1,953.0,0,10,50.0
3713,5962,2,86,5,5,-1.0,2,2,3,18.1,2.0,8,75.0,0,3734.0,0,9,21.0
885,6137,3,134,32,9,-1.0,2,2,3,35.4,2.0,1,41.0,1,950.0,0,7,65.0
711,9011,0,120,6,6,-1.0,2,2,2,29.2,6.5,3,22.0,1,756.0,0,10,45.0
922,11690,12,108,28,0,5.0,2,2,1,26.0,2.0,2,30.0,1,1004.0,0,9,82.0
1167,7076,3,44,38,20,-1.0,2,2,2,24.3,2.0,6,58.0,1,1343.0,0,9,176.0
4136,2602,2,201,26,20,-1.0,2,2,1,18.3,-1.0,6,69.0,0,4210.0,1,9,74.0
394,2230,15,39,4,4,-1.0,2,2,1,17.6,2.0,6,46.0,1,440.0,0,11,46.0
719,6829,10,150,13,6,8.0,2,2,3,15.5,2.0,1,33.0,1,771.0,0,11,52.0
576,2808,1,50,10,2,-1.0,2,2,1,16.9,2.0,7,37.0,1,603.0,0,11,27.0
419,2969,3,72,32,32,5.0,2,2,1,16.8,2.0,4,70.0,1,452.0,0,11,33.0
418,6425,15,74,13,8,-1.0,2,2,3,8.1,2.0,6,85.0,1,518.0,1,11,100.0
1003,10773,2,156,13,13,-1.0,2,2,1,16.2,2.0,4,76.0,1,1094.0,0,11,91.0
1039,8225,4,27,21,18,-1.0,2,2,2,22.1,2.0,4,37.0,1,1154.0,0,10,115.0
229,6416,4,27,2,2,-1.0,2,2,0,17.1,-1.0,4,40.0,1,359.0,0,10,130.0
167,1592,5,56,0,0,-1.0,0,0,3,12.9,2.0,3,48.0,1,220.0,0,10,53.0
459,1000,5,57,10,10,4.0,2,2,1,14.2,-1.0,6,35.0,1,505.0,0,10,46.0
804,5306,2,9,20,0,12.0,2,2,3,15.4,2.0,6,66.0,1,855.0,0,10,51.0
284,179,2,119,22,1,-1.0,2,2,1,14.5,2.0,4,39.0,1,324.0,0,10,40.0
830,16682,8,154,5,5,-1.0,1,1,3,6.2,2.0,6,62.0,1,926.0,0,11,96.0
701,669,10,150,7,7,8.0,2,2,1,0.0,-1.0,0,0.0,1,756.0,0,10,55.0
671,9084,3,130,17,10,-1.0,2,2,3,19.4,2.0,1,42.0,1,720.0,0,10,49.0
335,488,5,82,7,2,-1.0,2,2,2,16.9,2.0,3,32.0,1,382.0,0,10,47.0
608,8456,12,108,10,10,-1.0,2,2,3,19.5,2.0,1,26.0,1,750.0,0,10,142.0
339,3796,6,153,13,7,-1.0,2,2,3,14.4,2.0,3,34.0,1,375.0,0,11,36.0
832,19069,2,119,13,5,-1.0,1,1,3,17.2,2.0,6,31.0,1,925.0,0,10,93.0
639,5465,2,156,33,8,-1.0,2,2,1,7.7,2.0,7,81.0,1,730.0,1,11,91.0
1367,5124,3,12,26,10,-1.0,2,2,2,20.8,2.0,1,32.0,1,1482.0,0,11,115.0
979,3572,2,211,17,17,-1.0,2,2,3,14.2,2.0,4,36.0,1,1015.0,0,11,36.0
266,3884,15,93,23,2,-1.0,2,2,2,20.3,2.0,2,41.0,1,347.0,0,11,81.0
331,2462,2,213,30,5,-1.0,2,2,4,13.5,2.0,2,59.7,1,379.0,0,10,48.0
1197,6510,12,58,37,17,16.0,2,2,4,20.9,2.0,2,42.0,1,1303.0,0,10,106.0
587,2264,7,42,18,5,-1.0,2,2,1,19.2,2.0,4,46.0,1,625.0,0,11,38.0
342,466,10,150,15,15,6.0,1,1,3,13.8,6.5,7,35.0,1,410.0,0,11,68.0
1551,12829,12,47,17,4,-1.0,2,2,1,17.0,6.5,6,30.0,1,1551.0,0,10,0.0
121,492,2,201,0,0,-1.0,0,0,4,15.0,2.0,4,70.0,1,153.0,0,10,32.0
782,8812,2,119,24,4,-1.0,2,2,3,23.6,2.0,3,57.0,1,888.0,0,10,106.0
889,10797,9,0,7,3,-1.0,1,1,2,5.6,2.0,7,97.0,1,889.0,1,10,0.0
569,10909,3,134,60,19,4.0,2,2,3,12.2,2.0,2,22.0,1,620.0,0,11,51.0
1241,3507,2,178,5,3,-1.0,0,0,3,20.4,2.0,3,42.0,1,1241.0,0,10,0.0
1634,18721,3,190,11,11,-1.0,2,2,3,16.6,2.0,6,45.0,1,1675.0,0,11,41.0
565,3008,14,90,21,2,-1.0,2,2,2,19.3,2.0,4,67.0,1,629.0,0,11,64.0
542,10239,2,180,3,3,-1.0,2,2,3,6.9,2.0,5,87.0,1,1482.0,1,10,940.0
716,5061,1,123,16,13,4.0,2,2,1,9.5,-1.0,8,21.0,1,757.0,0,11,41.0
1017,3070,15,23,21,21,-1.0,2,2,3,18.2,2.0,6,35.0,1,1055.0,0,11,38.0
900,3304,3,44,10,10,-1.0,2,2,1,14.9,2.0,6,71.0,1,945.0,0,10,45.0
761,2822,1,205,24,13,4.0,1,1,1,5.5,2.0,6,87.0,1,821.0,1,11,60.0
1758,5155,2,9,25,18,-1.0,2,2,4,14.7,2.0,7,40.0,1,1797.0,0,11,39.0
352,4790,2,178,24,16,3.0,2,2,1,16.3,2.0,7,34.0,1,391.0,0,11,39.0
282,5018,12,47,7,7,-1.0,2,2,1,18.0,2.0,7,65.0,1,358.0,0,11,76.0
376,2065,2,16,15,3,-1.0,2,2,1,17.6,-1.0,1,41.0,1,419.0,0,11,43.0
831,2367,1,218,10,10,5.0,2,2,1,15.2,2.0,4,51.0,1,881.0,0,11,50.0
1475,4614,0,168,52,16,33.0,1,1,1,15.3,2.0,6,37.0,1,1650.0,0,10,175.0
364,5453,3,112,25,28,3.0,2,2,1,18.5,2.0,6,44.0,1,430.0,0,11,66.0
500,2124,2,46,11,5,-1.0,2,2,1,14.2,2.0,7,64.0,1,544.0,0,11,44.0
750,2612,12,110,31,31,8.0,2,2,1,15.9,2.0,6,57.0,1,835.0,0,11,85.0
1782,22551,1,50,19,11,-1.0,1,1,2,2.1,2.0,5,92.0,1,1953.0,1,11,171.0
780,13800,1,123,28,14,5.0,1,1,2,15.6,2.0,2,57.0,1,829.0,0,10,49.0
1198,7824,3,11,23,15,-1.0,2,2,4,18.0,2.0,1,36.0,1,1251.0,0,11,53.0
1024,8654,1,128,13,12,-1.0,0,0,3,13.2,2.0,3,59.0,1,1080.0,0,11,56.0
534,3953,13,43,16,8,6.0,2,2,3,16.3,2.0,8,58.0,1,664.0,0,11,130.0
1176,1841,3,157,24,14,-1.0,2,2,1,17.1,2.0,2,65.0,1,1230.0,0,10,54.0
1136,3524,10,150,11,11,4.0,2,2,4,14.2,2.0,5,21.0,1,1136.0,0,11,0.0
426,4694,12,69,8,3,-1.0,2,2,1,12.2,2.0,7,50.0,1,539.0,0,11,113.0
575,4057,1,123,15,5,-1.0,1,1,1,18.3,2.0,2,51.0,1,638.0,0,11,63.0
1084,886,10,150,15,15,4.0,2,2,3,8.8,2.0,7,51.0,1,1175.0,0,11,91.0
303,2771,9,0,5,2,6.0,2,2,1,9.3,2.0,6,42.0,1,351.0,0,11,48.0
703,7541,0,4,6,6,-1.0,2,2,1,15.9,6.5,3,46.0,1,823.0,1,11,120.0
375,14668,12,124,14,14,8.0,0,0,3,14.0,2.0,6,41.6,1,474.0,0,11,99.0
140,1841,12,21,11,11,1.0,2,2,3,10.7,2.0,7,32.0,1,186.0,0,12,46.0
187,4223,5,102,0,0,-1.0,2,2,1,4.9,2.0,7,31.0,1,236.0,0,12,49.0
827,5254,2,211,14,14,-1.0,0,0,1,6.9,6.5,7,37.0,1,867.0,0,12,40.0
1168,10441,1,121,19,9,-1.0,1,1,3,8.2,2.0,3,60.0,1,1271.0,0,11,103.0
380,3396,0,203,36,9,5.0,1,1,1,5.7,2.0,4,25.0,1,454.0,0,11,74.0
417,2315,3,44,2,2,-1.0,2,2,1,1.4,2.0,6,34.0,1,452.0,0,12,35.0
451,791,7,40,7,4,-1.0,0,0,3,7.6,2.0,5,96.0,1,503.0,0,11,52.0
343,1193,10,150,5,5,3.0,2,2,3,0.0,-1.0,0,0.0,1,377.0,0,11,34.0
393,1899,10,150,17,17,8.0,0,0,1,3.7,2.0,6,47.0,1,441.0,0,12,48.0
420,341,10,150,18,18,9.0,1,1,3,10.5,2.0,7,76.0,1,642.0,0,11,222.0
272,540,8,122,4,1,-1.0,0,0,1,6.0,2.0,5,45.0,1,317.0,0,12,45.0
549,5798,7,131,2,2,-1.0,1,1,1,9.6,2.0,5,23.0,1,639.0,1,11,90.0
552,2756,10,150,12,7,-1.0,1,1,1,-1.3,2.0,7,57.0,1,758.0,1,12,206.0
291,1551,10,150,4,4,-1.0,2,2,0,7.3,2.0,6,23.0,1,413.0,0,12,122.0
365,2960,2,211,9,9,-1.0,2,2,3,6.1,2.0,6,26.0,1,418.0,0,12,53.0
762,5007,3,99,12,8,-1.0,2,2,3,4.1,2.0,7,37.0,1,801.0,0,12,39.0
561,0,12,214,34,6,6.0,2,2,1,7.3,2.0,1,55.0,1,634.0,0,12,73.0
306,1252,2,178,3,3,-1.0,1,1,1,4.3,2.0,1,44.0,1,341.0,0,12,35.0
583,6338,2,211,10,10,8.0,2,2,1,3.8,2.0,5,67.0,1,695.0,1,12,112.0
941,12474,2,119,18,18,6.0,2,2,1,7.2,2.0,8,46.0,1,986.0,0,12,45.0
369,3588,2,52,24,2,-1.0,2,2,3,3.2,6.5,8,40.0,1,418.0,0,12,49.0
290,3389,2,16,15,15,3.0,2,2,4,7.1,2.0,1,23.0,1,351.0,0,12,61.0
356,1232,7,40,5,2,-1.0,1,1,1,-5.5,2.0,5,48.0,1,516.0,1,12,160.0
758,6175,3,11,16,11,-1.0,2,2,2,-3.6,2.0,3,73.0,1,812.0,0,12,54.0
583,81597,7,6,5,5,-1.0,2,2,3,5.8,2.0,8,40.0,1,618.0,0,12,35.0
1122,4244,10,150,19,19,9.0,0,0,3,-1.4,2.0,5,57.0,1,1226.0,1,12,104.0
356,3041,3,130,5,3,-1.0,2,2,1,4.0,6.5,7,27.0,1,402.0,0,12,46.0
533,9548,7,89,4,5,-1.0,0,0,3,16.1,6.5,3,68.0,1,612.0,0,11,79.0
383,1681,0,4,21,5,-1.0,2,2,2,4.2,2.0,6,30.0,1,461.0,0,12,78.0
1080,120,10,150,17,5,-1.0,2,2,4,12.7,6.5,6,34.0,1,1210.0,0,12,130.0
675,68349,13,144,26,16,7.0,2,2,2,9.4,2.0,2,59.0,1,914.0,0,11,239.0
177,288,2,46,3,1,-1.0,0,0,1,17.1,2.0,7,32.0,1,225.0,0,11,48.0
972,5024,0,16,14,6,14.0,2,2,1,-5.3,6.5,3,42.0,1,1031.0,1,12,59.0
523,11428,1,24,7,4,-1.0,1,1,3,12.6,2.0,6,61.0,1,649.0,0,11,126.0
1251,77669,1,123,28,21,11.0,1,1,3,0.0,-1.0,0,0.0,1,1372.0,1,11,121.0
329,2983,2,211,22,4,14.0,2,2,1,-4.6,2.0,7,57.0,1,400.0,0,12,71.0
415,1505,1,202,14,5,-1.0,2,2,1,-2.4,2.0,7,37.0,1,545.0,0,12,130.0
326,2289,12,164,9,9,-1.0,2,2,3,7.2,2.0,2,42.0,1,411.0,0,12,85.0
816,5971,2,52,25,12,-1.0,2,2,4,2.9,2.0,8,40.0,1,857.0,0,12,41.0
723,2754,1,123,10,10,2.0,2,2,1,-1.7,2.0,8,28.0,1,767.0,0,11,44.0
187,5726,3,189,21,1,-1.0,2,2,1,1.3,2.0,4,23.6,1,217.0,0,12,30.0
377,1165,5,82,10,2,-1.0,1,1,1,8.0,6.5,8,56.0,1,470.0,0,12,93.0
1041,0,12,214,17,11,11.0,2,2,1,10.3,6.5,7,41.0,1,1085.0,0,12,44.0
630,5880,12,75,29,18,6.0,2,2,3,3.1,2.0,7,57.0,1,755.0,0,12,125.0
191,673,7,40,3,1,-1.0,0,0,1,-0.7,2.0,6,93.0,1,280.0,0,12,89.0
375,9430,10,82,12,7,-1.0,1,1,1,7.3,6.5,5,36.0,1,416.0,0,12,41.0
